市区町村コード,市区町村名,値,調査年,出典
01100,北海道 札幌市,1128200,2023,住宅・土地統計調査(2023)
01202,北海道 函館市,146510,2023,住宅・土地統計調査(2023)
01203,北海道 小樽市,64160,2023,住宅・土地統計調査(2023)
01204,北海道 旭川市,181430,2023,住宅・土地統計調査(2023)
01205,北海道 室蘭市,48690,2023,住宅・土地統計調査(2023)
01206,北海道 釧路市,95150,2023,住宅・土地統計調査(2023)
01207,北海道 帯広市,92200,2023,住宅・土地統計調査(2023)
01208,北海道 北見市,62980,2023,住宅・土地統計調査(2023)
01209,北海道 夕張市,5540,2023,住宅・土地統計調査(2023)
01210,北海道 岩見沢市,39770,2023,住宅・土地統計調査(2023)
01211,北海道 網走市,19140,2023,住宅・土地統計調査(2023)
01212,北海道 留萌市,11580,2023,住宅・土地統計調査(2023)
01213,北海道 苫小牧市,91300,2023,住宅・土地統計調査(2023)
01214,北海道 稚内市,17760,2023,住宅・土地統計調査(2023)
01215,北海道 美唄市,10970,2023,住宅・土地統計調査(2023)
01216,北海道 芦別市,7970,2023,住宅・土地統計調査(2023)
01217,北海道 江別市,57540,2023,住宅・土地統計調査(2023)
01218,北海道 赤平市,6250,2023,住宅・土地統計調査(2023)
01219,北海道 紋別市,12630,2023,住宅・土地統計調査(2023)
01220,北海道 士別市,9400,2023,住宅・土地統計調査(2023)
01221,北海道 名寄市,14330,2023,住宅・土地統計調査(2023)
01222,北海道 三笠市,5930,2023,住宅・土地統計調査(2023)
01223,北海道 根室市,12070,2023,住宅・土地統計調査(2023)
01224,北海道 千歳市,51060,2023,住宅・土地統計調査(2023)
01225,北海道 滝川市,22100,2023,住宅・土地統計調査(2023)
01226,北海道 砂川市,9280,2023,住宅・土地統計調査(2023)
01227,北海道 歌志内市,2010,2023,住宅・土地統計調査(2023)
01228,北海道 深川市,11250,2023,住宅・土地統計調査(2023)
01229,北海道 富良野市,11000,2023,住宅・土地統計調査(2023)
01230,北海道 登別市,24240,2023,住宅・土地統計調査(2023)
01231,北海道 恵庭市,34500,2023,住宅・土地統計調査(2023)
01233,北海道 伊達市,17390,2023,住宅・土地統計調査(2023)
01234,北海道 北広島市,26350,2023,住宅・土地統計調査(2023)
01235,北海道 石狩市,26260,2023,住宅・土地統計調査(2023)
01236,北海道 北斗市,21570,2023,住宅・土地統計調査(2023)
01303,北海道 当別町,8340,2023,住宅・土地統計調査(2023)
01304,北海道 新篠津村,-,2023,住宅・土地統計調査(2023)
01331,北海道 松前町,-,2023,住宅・土地統計調査(2023)
01332,北海道 福島町,-,2023,住宅・土地統計調査(2023)
01333,北海道 知内町,-,2023,住宅・土地統計調査(2023)
01334,北海道 木古内町,-,2023,住宅・土地統計調査(2023)
01337,北海道 七飯町,15090,2023,住宅・土地統計調査(2023)
01343,北海道 鹿部町,-,2023,住宅・土地統計調査(2023)
01345,北海道 森町,-,2023,住宅・土地統計調査(2023)
01346,北海道 八雲町,8060,2023,住宅・土地統計調査(2023)
01347,北海道 長万部町,-,2023,住宅・土地統計調査(2023)
01361,北海道 江差町,-,2023,住宅・土地統計調査(2023)
01362,北海道 上ノ国町,-,2023,住宅・土地統計調査(2023)
01363,北海道 厚沢部町,-,2023,住宅・土地統計調査(2023)
01364,北海道 乙部町,-,2023,住宅・土地統計調査(2023)
01367,北海道 奥尻町,-,2023,住宅・土地統計調査(2023)
01370,北海道 今金町,-,2023,住宅・土地統計調査(2023)
01371,北海道 せたな町,-,2023,住宅・土地統計調査(2023)
01391,北海道 島牧村,-,2023,住宅・土地統計調査(2023)
01392,北海道 寿都町,-,2023,住宅・土地統計調査(2023)
01393,北海道 黒松内町,-,2023,住宅・土地統計調査(2023)
01394,北海道 蘭越町,-,2023,住宅・土地統計調査(2023)
01395,北海道 ニセコ町,-,2023,住宅・土地統計調査(2023)
01396,北海道 真狩村,-,2023,住宅・土地統計調査(2023)
01397,北海道 留寿都村,-,2023,住宅・土地統計調査(2023)
01398,北海道 喜茂別町,-,2023,住宅・土地統計調査(2023)
01399,北海道 京極町,-,2023,住宅・土地統計調査(2023)
01400,北海道 倶知安町,9150,2023,住宅・土地統計調査(2023)
01401,北海道 共和町,-,2023,住宅・土地統計調査(2023)
01402,北海道 岩内町,-,2023,住宅・土地統計調査(2023)
01403,北海道 泊村,-,2023,住宅・土地統計調査(2023)
01404,北海道 神恵内村,-,2023,住宅・土地統計調査(2023)
01405,北海道 積丹町,-,2023,住宅・土地統計調査(2023)
01406,北海道 古平町,-,2023,住宅・土地統計調査(2023)
01407,北海道 仁木町,-,2023,住宅・土地統計調査(2023)
01408,北海道 余市町,9580,2023,住宅・土地統計調査(2023)
01409,北海道 赤井川村,-,2023,住宅・土地統計調査(2023)
01423,北海道 南幌町,-,2023,住宅・土地統計調査(2023)
01424,北海道 奈井江町,-,2023,住宅・土地統計調査(2023)
01425,北海道 上砂川町,-,2023,住宅・土地統計調査(2023)
01427,北海道 由仁町,-,2023,住宅・土地統計調査(2023)
01428,北海道 長沼町,-,2023,住宅・土地統計調査(2023)
01429,北海道 栗山町,-,2023,住宅・土地統計調査(2023)
01430,北海道 月形町,-,2023,住宅・土地統計調査(2023)
01431,北海道 浦臼町,-,2023,住宅・土地統計調査(2023)
01432,北海道 新十津川町,-,2023,住宅・土地統計調査(2023)
01433,北海道 妹背牛町,-,2023,住宅・土地統計調査(2023)
01434,北海道 秩父別町,-,2023,住宅・土地統計調査(2023)
01436,北海道 雨竜町,-,2023,住宅・土地統計調査(2023)
01437,北海道 北竜町,-,2023,住宅・土地統計調査(2023)
01438,北海道 沼田町,-,2023,住宅・土地統計調査(2023)
01452,北海道 鷹栖町,-,2023,住宅・土地統計調査(2023)
01453,北海道 東神楽町,-,2023,住宅・土地統計調査(2023)
01454,北海道 当麻町,-,2023,住宅・土地統計調査(2023)
01455,北海道 比布町,-,2023,住宅・土地統計調査(2023)
01456,北海道 愛別町,-,2023,住宅・土地統計調査(2023)
01457,北海道 上川町,-,2023,住宅・土地統計調査(2023)
01458,北海道 東川町,-,2023,住宅・土地統計調査(2023)
01459,北海道 美瑛町,-,2023,住宅・土地統計調査(2023)
01460,北海道 上富良野町,-,2023,住宅・土地統計調査(2023)
01461,北海道 中富良野町,-,2023,住宅・土地統計調査(2023)
01462,北海道 南富良野町,-,2023,住宅・土地統計調査(2023)
01463,北海道 占冠村,-,2023,住宅・土地統計調査(2023)
01464,北海道 和寒町,-,2023,住宅・土地統計調査(2023)
01465,北海道 剣淵町,-,2023,住宅・土地統計調査(2023)
01468,北海道 下川町,-,2023,住宅・土地統計調査(2023)
01469,北海道 美深町,-,2023,住宅・土地統計調査(2023)
01470,北海道 音威子府村,-,2023,住宅・土地統計調査(2023)
01471,北海道 中川町,-,2023,住宅・土地統計調査(2023)
01472,北海道 幌加内町,-,2023,住宅・土地統計調査(2023)
01481,北海道 増毛町,-,2023,住宅・土地統計調査(2023)
01482,北海道 小平町,-,2023,住宅・土地統計調査(2023)
01483,北海道 苫前町,-,2023,住宅・土地統計調査(2023)
01484,北海道 羽幌町,-,2023,住宅・土地統計調査(2023)
01485,北海道 初山別村,-,2023,住宅・土地統計調査(2023)
01486,北海道 遠別町,-,2023,住宅・土地統計調査(2023)
01487,北海道 天塩町,-,2023,住宅・土地統計調査(2023)
01511,北海道 猿払村,-,2023,住宅・土地統計調査(2023)
01512,北海道 浜頓別町,-,2023,住宅・土地統計調査(2023)
01513,北海道 中頓別町,-,2023,住宅・土地統計調査(2023)
01514,北海道 枝幸町,-,2023,住宅・土地統計調査(2023)
01516,北海道 豊富町,-,2023,住宅・土地統計調査(2023)
01517,北海道 礼文町,-,2023,住宅・土地統計調査(2023)
01518,北海道 利尻町,-,2023,住宅・土地統計調査(2023)
01519,北海道 利尻富士町,-,2023,住宅・土地統計調査(2023)
01520,北海道 幌延町,-,2023,住宅・土地統計調査(2023)
01543,北海道 美幌町,9320,2023,住宅・土地統計調査(2023)
01544,北海道 津別町,-,2023,住宅・土地統計調査(2023)
01545,北海道 斜里町,-,2023,住宅・土地統計調査(2023)
01546,北海道 清里町,-,2023,住宅・土地統計調査(2023)
01547,北海道 小清水町,-,2023,住宅・土地統計調査(2023)
01549,北海道 訓子府町,-,2023,住宅・土地統計調査(2023)
01550,北海道 置戸町,-,2023,住宅・土地統計調査(2023)
01552,北海道 佐呂間町,-,2023,住宅・土地統計調査(2023)
01555,北海道 遠軽町,10910,2023,住宅・土地統計調査(2023)
01559,北海道 湧別町,-,2023,住宅・土地統計調査(2023)
01560,北海道 滝上町,-,2023,住宅・土地統計調査(2023)
01561,北海道 興部町,-,2023,住宅・土地統計調査(2023)
01562,北海道 西興部村,-,2023,住宅・土地統計調査(2023)
01563,北海道 雄武町,-,2023,住宅・土地統計調査(2023)
01564,北海道 大空町,-,2023,住宅・土地統計調査(2023)
01571,北海道 豊浦町,-,2023,住宅・土地統計調査(2023)
01575,北海道 壮瞥町,-,2023,住宅・土地統計調査(2023)
01578,北海道 白老町,11010,2023,住宅・土地統計調査(2023)
01581,北海道 厚真町,-,2023,住宅・土地統計調査(2023)
01584,北海道 洞爺湖町,-,2023,住宅・土地統計調査(2023)
01585,北海道 安平町,-,2023,住宅・土地統計調査(2023)
01586,北海道 むかわ町,-,2023,住宅・土地統計調査(2023)
01601,北海道 日高町,-,2023,住宅・土地統計調査(2023)
01602,北海道 平取町,-,2023,住宅・土地統計調査(2023)
01604,北海道 新冠町,-,2023,住宅・土地統計調査(2023)
01607,北海道 浦河町,-,2023,住宅・土地統計調査(2023)
01608,北海道 様似町,-,2023,住宅・土地統計調査(2023)
01609,北海道 えりも町,-,2023,住宅・土地統計調査(2023)
01610,北海道 新ひだか町,13070,2023,住宅・土地統計調査(2023)
01631,北海道 音更町,20620,2023,住宅・土地統計調査(2023)
01632,北海道 士幌町,-,2023,住宅・土地統計調査(2023)
01633,北海道 上士幌町,-,2023,住宅・土地統計調査(2023)
01634,北海道 鹿追町,-,2023,住宅・土地統計調査(2023)
01635,北海道 新得町,-,2023,住宅・土地統計調査(2023)
01636,北海道 清水町,-,2023,住宅・土地統計調査(2023)
01637,北海道 芽室町,8500,2023,住宅・土地統計調査(2023)
01638,北海道 中札内村,-,2023,住宅・土地統計調査(2023)
01639,北海道 更別村,-,2023,住宅・土地統計調査(2023)
01641,北海道 大樹町,-,2023,住宅・土地統計調査(2023)
01642,北海道 広尾町,-,2023,住宅・土地統計調査(2023)
01643,北海道 幕別町,12220,2023,住宅・土地統計調査(2023)
01644,北海道 池田町,-,2023,住宅・土地統計調査(2023)
01645,北海道 豊頃町,-,2023,住宅・土地統計調査(2023)
01646,北海道 本別町,-,2023,住宅・土地統計調査(2023)
01647,北海道 足寄町,-,2023,住宅・土地統計調査(2023)
01648,北海道 陸別町,-,2023,住宅・土地統計調査(2023)
01649,北海道 浦幌町,-,2023,住宅・土地統計調査(2023)
01661,北海道 釧路町,10320,2023,住宅・土地統計調査(2023)
01662,北海道 厚岸町,-,2023,住宅・土地統計調査(2023)
01663,北海道 浜中町,-,2023,住宅・土地統計調査(2023)
01664,北海道 標茶町,-,2023,住宅・土地統計調査(2023)
01665,北海道 弟子屈町,-,2023,住宅・土地統計調査(2023)
01667,北海道 鶴居村,-,2023,住宅・土地統計調査(2023)
01668,北海道 白糠町,-,2023,住宅・土地統計調査(2023)
01691,北海道 別海町,-,2023,住宅・土地統計調査(2023)
01692,北海道 中標津町,12490,2023,住宅・土地統計調査(2023)
01693,北海道 標津町,-,2023,住宅・土地統計調査(2023)
01694,北海道 羅臼町,-,2023,住宅・土地統計調査(2023)
02201,青森県 青森市,134280,2023,住宅・土地統計調査(2023)
02202,青森県 弘前市,80440,2023,住宅・土地統計調査(2023)
02203,青森県 八戸市,113020,2023,住宅・土地統計調査(2023)
02204,青森県 黒石市,12970,2023,住宅・土地統計調査(2023)
02205,青森県 五所川原市,24380,2023,住宅・土地統計調査(2023)
02206,青森県 十和田市,30410,2023,住宅・土地統計調査(2023)
02207,青森県 三沢市,20750,2023,住宅・土地統計調査(2023)
02208,青森県 むつ市,28850,2023,住宅・土地統計調査(2023)
02209,青森県 つがる市,12510,2023,住宅・土地統計調査(2023)
02210,青森県 平川市,12020,2023,住宅・土地統計調査(2023)
02301,青森県 平内町,-,2023,住宅・土地統計調査(2023)
02303,青森県 今別町,-,2023,住宅・土地統計調査(2023)
02304,青森県 蓬田村,-,2023,住宅・土地統計調査(2023)
